Vocab size: 8,192
Model config: {'sequence_len': 512, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 384, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 9.673286e+07
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011387 | lrm: 1.00 | dt: 1918ms | tok/sec: 17,087 | mfu: 11.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.227638 | lrm: 1.00 | dt: 403ms | tok/sec: 81,312 | mfu: 52.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.006374 | lrm: 1.00 | dt: 366ms | tok/sec: 89,505 | mfu: 57.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.588782 | lrm: 1.00 | dt: 367ms | tok/sec: 89,373 | mfu: 57.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.208686 | lrm: 1.00 | dt: 367ms | tok/sec: 89,259 | mfu: 57.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.953754 | lrm: 1.00 | dt: 366ms | tok/sec: 89,561 | mfu: 57.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.722742 | lrm: 1.00 | dt: 366ms | tok/sec: 89,629 | mfu: 57.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.535211 | lrm: 1.00 | dt: 367ms | tok/sec: 89,293 | mfu: 57.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.372522 | lrm: 1.00 | dt: 366ms | tok/sec: 89,577 | mfu: 57.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.211603 | lrm: 1.00 | dt: 367ms | tok/sec: 89,199 | mfu: 57.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.064425 | lrm: 1.00 | dt: 366ms | tok/sec: 89,435 | mfu: 57.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.956492 | lrm: 1.00 | dt: 366ms | tok/sec: 89,604 | mfu: 57.8% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.859335 | lrm: 1.00 | dt: 368ms | tok/sec: 89,163 | mfu: 57.5% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.764393 | lrm: 1.00 | dt: 365ms | tok/sec: 89,789 | mfu: 57.9% | epoch: 1 | remaining: 299s    
step 00634 (76.1%) | loss: 3.730801 | lrm: 0.33 | dt: 369ms | tok/sec: 88,722 | mfu: 57.2% | epoch: 1 | remaining: 71s    
step 00635 (76.2%) | loss: 3.733567 | lrm: 0.33 | dt: 365ms | tok/sec: 89,737 | mfu: 57.9% | epoch: 1 | remaining: 71s    
step 00636 (76.4%) | loss: 3.730619 | lrm: 0.33 | dt: 368ms | tok/sec: 88,949 | mfu: 57.4% | epoch: 1 | remaining: 71s    
step 00637 (76.5%) | loss: 3.722569 | lrm: 0.33 | dt: 366ms | tok/sec: 89,600 | mfu: 57.8% | epoch: 1 | remaining: 70s    
step 00638 (76.6%) | loss: 3.727347 | lrm: 0.33 | dt: 367ms | tok/sec: 89,360 | mfu: 57.6% | epoch: 1 | remaining: 70s    
step 00639 (76.7%) | loss: 3.734573 | lrm: 0.33 | dt: 367ms | tok/sec: 89,169 | mfu: 57.5% | epoch: 1 | remaining: 69s    
step 00640 (76.9%) | loss: 3.726353 | lrm: 0.32 | dt: 365ms | tok/sec: 89,801 | mfu: 57.9% | epoch: 1 | remaining: 69s    
step 00641 (77.0%) | loss: 3.738501 | lrm: 0.32 | dt: 367ms | tok/sec: 89,302 | mfu: 57.6% | epoch: 1 | remaining: 69s    
step 00642 (77.1%) | loss: 3.741038 | lrm: 0.32 | dt: 366ms | tok/sec: 89,548 | mfu: 57.7% | epoch: 1 | remaining: 68s    
step 00643 (77.2%) | loss: 3.740008 | lrm: 0.32 | dt: 365ms | tok/sec: 89,757 | mfu: 57.9% | epoch: 1 | remaining: 68s    
step 00644 (77.3%) | loss: 3.738381 | lrm: 0.32 | dt: 368ms | tok/sec: 89,130 | mfu: 57.5% | epoch: 1 | remaining: 68s    
step 00645 (77.5%) | loss: 3.740076 | lrm: 0.32 | dt: 366ms | tok/sec: 89,469 | mfu: 57.7% | epoch: 1 | remaining: 67s    
step 00646 (77.6%) | loss: 3.743926 | lrm: 0.32 | dt: 365ms | tok/sec: 89,721 | mfu: 57.9% | epoch: 1 | remaining: 67s    
step 00647 (77.7%) | loss: 3.737073 | lrm: 0.31 | dt: 368ms | tok/sec: 89,031 | mfu: 57.4% | epoch: 1 | remaining: 67s    
step 00648 (77.8%) | loss: 3.725856 | lrm: 0.31 | dt: 365ms | tok/sec: 89,670 | mfu: 57.8% | epoch: 1 | remaining: 66s    
step 00649 (77.9%) | loss: 3.726345 | lrm: 0.31 | dt: 366ms | tok/sec: 89,470 | mfu: 57.7% | epoch: 1 | remaining: 66s    
step 00650 (78.1%) | loss: 3.727201 | lrm: 0.31 | dt: 367ms | tok/sec: 89,357 | mfu: 57.6% | epoch: 1 | remaining: 65s    
step 00651 (78.2%) | loss: 3.725815 | lrm: 0.31 | dt: 364ms | tok/sec: 90,002 | mfu: 58.0% | epoch: 1 | remaining: 65s    
step 00652 (78.3%) | loss: 3.729238 | lrm: 0.31 | dt: 367ms | tok/sec: 89,181 | mfu: 57.5% | epoch: 1 | remaining: 65s    
step 00653 (78.4%) | loss: 3.728564 | lrm: 0.31 | dt: 368ms | tok/sec: 89,131 | mfu: 57.5% | epoch: 1 | remaining: 64s    
step 00654 (78.6%) | loss: 3.726420 | lrm: 0.30 | dt: 364ms | tok/sec: 89,916 | mfu: 58.0% | epoch: 1 | remaining: 64s    
step 00655 (78.7%) | loss: 3.734059 | lrm: 0.30 | dt: 369ms | tok/sec: 88,887 | mfu: 57.3% | epoch: 1 | remaining: 64s    
step 00656 (78.8%) | loss: 3.723849 | lrm: 0.30 | dt: 366ms | tok/sec: 89,580 | mfu: 57.8% | epoch: 1 | remaining: 63s    
step 00657 (78.9%) | loss: 3.709364 | lrm: 0.30 | dt: 366ms | tok/sec: 89,625 | mfu: 57.8% | epoch: 1 | remaining: 63s    
step 00658 (79.0%) | loss: 3.711889 | lrm: 0.30 | dt: 368ms | tok/sec: 89,081 | mfu: 57.4% | epoch: 1 | remaining: 62s    
step 00659 (79.2%) | loss: 3.713054 | lrm: 0.30 | dt: 366ms | tok/sec: 89,511 | mfu: 57.7% | epoch: 1 | remaining: 62s    
step 00660 (79.3%) | loss: 3.707408 | lrm: 0.30 | dt: 366ms | tok/sec: 89,429 | mfu: 57.7% | epoch: 1 | remaining: 62s    
step 00661 (79.4%) | loss: 3.707302 | lrm: 0.29 | dt: 368ms | tok/sec: 89,135 | mfu: 57.5% | epoch: 1 | remaining: 61s    
step 00662 (79.5%) | loss: 3.708755 | lrm: 0.29 | dt: 366ms | tok/sec: 89,567 | mfu: 57.8% | epoch: 1 | remaining: 61s    
step 00663 (79.7%) | loss: 3.710778 | lrm: 0.29 | dt: 366ms | tok/sec: 89,496 | mfu: 57.7% | epoch: 1 | remaining: 61s    
step 00664 (79.8%) | loss: 3.711648 | lrm: 0.29 | dt: 368ms | tok/sec: 89,021 | mfu: 57.4% | epoch: 1 | remaining: 60s    
step 00665 (79.9%) | loss: 3.715026 | lrm: 0.29 | dt: 365ms | tok/sec: 89,792 | mfu: 57.9% | epoch: 1 | remaining: 60s    
step 00666 (80.0%) | loss: 3.707696 | lrm: 0.29 | dt: 368ms | tok/sec: 89,040 | mfu: 57.4% | epoch: 1 | remaining: 60s    
step 00667 (80.1%) | loss: 3.710058 | lrm: 0.29 | dt: 367ms | tok/sec: 89,250 | mfu: 57.6% | epoch: 1 | remaining: 59s    
step 00668 (80.3%) | loss: 3.708891 | lrm: 0.28 | dt: 366ms | tok/sec: 89,620 | mfu: 57.8% | epoch: 1 | remaining: 59s    
step 00669 (80.4%) | loss: 3.704335 | lrm: 0.28 | dt: 369ms | tok/sec: 88,851 | mfu: 57.3% | epoch: 1 | remaining: 58s    
step 00670 (80.5%) | loss: 3.710326 | lrm: 0.28 | dt: 365ms | tok/sec: 89,722 | mfu: 57.9% | epoch: 1 | remaining: 58s    
step 00671 (80.6%) | loss: 3.712705 | lrm: 0.28 | dt: 367ms | tok/sec: 89,367 | mfu: 57.6% | epoch: 1 | remaining: 58s    
step 00672 (80.8%) | loss: 3.708277 | lrm: 0.28 | dt: 368ms | tok/sec: 89,049 | mfu: 57.4% | epoch: 1 | remaining: 57s    
step 00673 (80.9%) | loss: 3.702515 | lrm: 0.28 | dt: 366ms | tok/sec: 89,512 | mfu: 57.7% | epoch: 1 | remaining: 57s    
step 00674 (81.0%) | loss: 3.701719 | lrm: 0.28 | dt: 366ms | tok/sec: 89,472 | mfu: 57.7% | epoch: 1 | remaining: 57s    
step 00675 (81.1%) | loss: 3.700779 | lrm: 0.27 | dt: 368ms | tok/sec: 88,967 | mfu: 57.4% | epoch: 1 | remaining: 56s    
step 00676 (81.2%) | loss: 3.707992 | lrm: 0.27 | dt: 365ms | tok/sec: 89,883 | mfu: 58.0% | epoch: 1 | remaining: 56s    
step 00677 (81.4%) | loss: 3.704255 | lrm: 0.27 | dt: 367ms | tok/sec: 89,211 | mfu: 57.5% | epoch: 1 | remaining: 56s    
step 00678 (81.5%) | loss: 3.708509 | lrm: 0.27 | dt: 365ms | tok/sec: 89,673 | mfu: 57.8% | epoch: 1 | remaining: 55s    
step 00679 (81.6%) | loss: 3.701668 | lrm: 0.27 | dt: 365ms | tok/sec: 89,687 | mfu: 57.8% | epoch: 1 | remaining: 55s    
step 00680 (81.7%) | loss: 3.699464 | lrm: 0.27 | dt: 367ms | tok/sec: 89,380 | mfu: 57.6% | epoch: 1 | remaining: 54s    
step 00681 (81.9%) | loss: 3.694750 | lrm: 0.27 | dt: 365ms | tok/sec: 89,885 | mfu: 58.0% | epoch: 1 | remaining: 54s    
step 00682 (82.0%) | loss: 3.703262 | lrm: 0.26 | dt: 365ms | tok/sec: 89,727 | mfu: 57.9% | epoch: 1 | remaining: 54s    
step 00683 (82.1%) | loss: 3.698413 | lrm: 0.26 | dt: 368ms | tok/sec: 88,985 | mfu: 57.4% | epoch: 1 | remaining: 53s    
step 00684 (82.2%) | loss: 3.692450 | lrm: 0.26 | dt: 367ms | tok/sec: 89,386 | mfu: 57.6% | epoch: 1 | remaining: 53s    
step 00685 (82.3%) | loss: 3.694341 | lrm: 0.26 | dt: 366ms | tok/sec: 89,467 | mfu: 57.7% | epoch: 1 | remaining: 53s    
step 00686 (82.5%) | loss: 3.689519 | lrm: 0.26 | dt: 366ms | tok/sec: 89,439 | mfu: 57.7% | epoch: 1 | remaining: 52s    
step 00687 (82.6%) | loss: 3.686270 | lrm: 0.26 | dt: 367ms | tok/sec: 89,348 | mfu: 57.6% | epoch: 1 | remaining: 52s    
step 00688 (82.7%) | loss: 3.692339 | lrm: 0.26 | dt: 367ms | tok/sec: 89,283 | mfu: 57.6% | epoch: 1 | remaining: 51s    
step 00689 (82.8%) | loss: 3.698044 | lrm: 0.25 | dt: 366ms | tok/sec: 89,629 | mfu: 57.8% | epoch: 1 | remaining: 51s    
step 00690 (83.0%) | loss: 3.693319 | lrm: 0.25 | dt: 365ms | tok/sec: 89,702 | mfu: 57.8% | epoch: 1 | remaining: 51s    
step 00691 (83.1%) | loss: 3.694298 | lrm: 0.25 | dt: 367ms | tok/sec: 89,251 | mfu: 57.6% | epoch: 1 | remaining: 50s    
step 00692 (83.2%) | loss: 3.686902 | lrm: 0.25 | dt: 365ms | tok/sec: 89,724 | mfu: 57.9% | epoch: 1 | remaining: 50s    
step 00693 (83.3%) | loss: 3.685440 | lrm: 0.25 | dt: 373ms | tok/sec: 87,902 | mfu: 56.7% | epoch: 1 | remaining: 50s    
step 00694 (83.4%) | loss: 3.682186 | lrm: 0.25 | dt: 371ms | tok/sec: 88,394 | mfu: 57.0% | epoch: 1 | remaining: 49s    
step 00695 (83.6%) | loss: 3.671776 | lrm: 0.25 | dt: 366ms | tok/sec: 89,569 | mfu: 57.8% | epoch: 1 | remaining: 49s    
step 00696 (83.7%) | loss: 3.663007 | lrm: 0.24 | dt: 366ms | tok/sec: 89,460 | mfu: 57.7% | epoch: 1 | remaining: 49s    
step 00697 (83.8%) | loss: 3.666234 | lrm: 0.24 | dt: 367ms | tok/sec: 89,241 | mfu: 57.6% | epoch: 1 | remaining: 48s    
step 00698 (83.9%) | loss: 3.670007 | lrm: 0.24 | dt: 365ms | tok/sec: 89,872 | mfu: 58.0% | epoch: 1 | remaining: 48s    
step 00699 (84.1%) | loss: 3.671104 | lrm: 0.24 | dt: 368ms | tok/sec: 89,080 | mfu: 57.4% | epoch: 1 | remaining: 47s    
step 00700 (84.2%) | loss: 3.676240 | lrm: 0.24 | dt: 367ms | tok/sec: 89,407 | mfu: 57.7% | epoch: 1 | remaining: 47s    
step 00701 (84.3%) | loss: 3.672817 | lrm: 0.24 | dt: 365ms | tok/sec: 89,723 | mfu: 57.9% | epoch: 1 | remaining: 47s    
step 00702 (84.4%) | loss: 3.673560 | lrm: 0.23 | dt: 369ms | tok/sec: 88,729 | mfu: 57.2% | epoch: 1 | remaining: 46s    
step 00703 (84.5%) | loss: 3.670413 | lrm: 0.23 | dt: 365ms | tok/sec: 89,697 | mfu: 57.8% | epoch: 1 | remaining: 46s    
step 00704 (84.7%) | loss: 3.665186 | lrm: 0.23 | dt: 365ms | tok/sec: 89,883 | mfu: 58.0% | epoch: 1 | remaining: 46s    
step 00705 (84.8%) | loss: 3.664532 | lrm: 0.23 | dt: 369ms | tok/sec: 88,714 | mfu: 57.2% | epoch: 1 | remaining: 45s    
step 00706 (84.9%) | loss: 3.657026 | lrm: 0.23 | dt: 365ms | tok/sec: 89,765 | mfu: 57.9% | epoch: 1 | remaining: 45s    
step 00707 (85.0%) | loss: 3.649620 | lrm: 0.23 | dt: 366ms | tok/sec: 89,580 | mfu: 57.8% | epoch: 1 | remaining: 45s    
step 00708 (85.2%) | loss: 3.654112 | lrm: 0.23 | dt: 368ms | tok/sec: 89,124 | mfu: 57.5% | epoch: 1 | remaining: 44s    
step 00709 (85.3%) | loss: 3.654104 | lrm: 0.22 | dt: 366ms | tok/sec: 89,617 | mfu: 57.8% | epoch: 1 | remaining: 44s    
step 00710 (85.4%) | loss: 3.644552 | lrm: 0.22 | dt: 367ms | tok/sec: 89,194 | mfu: 57.5% | epoch: 1 | remaining: 43s    
step 00711 (85.5%) | loss: 3.658741 | lrm: 0.22 | dt: 366ms | tok/sec: 89,528 | mfu: 57.7% | epoch: 1 | remaining: 43s    
step 00712 (85.6%) | loss: 3.653882 | lrm: 0.22 | dt: 365ms | tok/sec: 89,784 | mfu: 57.9% | epoch: 1 | remaining: 43s    
step 00713 (85.8%) | loss: 3.661071 | lrm: 0.22 | dt: 369ms | tok/sec: 88,736 | mfu: 57.2% | epoch: 1 | remaining: 42s    
step 00714 (85.9%) | loss: 3.674447 | lrm: 0.22 | dt: 365ms | tok/sec: 89,883 | mfu: 58.0% | epoch: 1 | remaining: 42s    
step 00715 (86.0%) | loss: 3.670144 | lrm: 0.22 | dt: 366ms | tok/sec: 89,485 | mfu: 57.7% | epoch: 1 | remaining: 42s    
step 00716 (86.1%) | loss: 3.677290 | lrm: 0.21 | dt: 367ms | tok/sec: 89,198 | mfu: 57.5% | epoch: 1 | remaining: 41s    
step 00717 (86.3%) | loss: 3.677721 | lrm: 0.21 | dt: 365ms | tok/sec: 89,831 | mfu: 57.9% | epoch: 1 | remaining: 41s    
step 00718 (86.4%) | loss: 3.668813 | lrm: 0.21 | dt: 368ms | tok/sec: 89,124 | mfu: 57.5% | epoch: 1 | remaining: 40s    
step 00719 (86.5%) | loss: 3.677250 | lrm: 0.21 | dt: 368ms | tok/sec: 89,105 | mfu: 57.5% | epoch: 1 | remaining: 40s    
step 00720 (86.6%) | loss: 3.685730 | lrm: 0.21 | dt: 366ms | tok/sec: 89,495 | mfu: 57.7% | epoch: 1 | remaining: 40s    
step 00721 (86.7%) | loss: 3.684195 | lrm: 0.21 | dt: 368ms | tok/sec: 89,057 | mfu: 57.4% | epoch: 1 | remaining: 39s    
step 00722 (86.9%) | loss: 3.675424 | lrm: 0.21 | dt: 367ms | tok/sec: 89,291 | mfu: 57.6% | epoch: 1 | remaining: 39s    
step 00723 (87.0%) | loss: 3.671700 | lrm: 0.20 | dt: 366ms | tok/sec: 89,494 | mfu: 57.7% | epoch: 1 | remaining: 39s    
step 00724 (87.1%) | loss: 3.670204 | lrm: 0.20 | dt: 366ms | tok/sec: 89,421 | mfu: 57.7% | epoch: 1 | remaining: 38s    
step 00725 (87.2%) | loss: 3.666560 | lrm: 0.20 | dt: 366ms | tok/sec: 89,501 | mfu: 57.7% | epoch: 1 | remaining: 38s    
step 00726 (87.4%) | loss: 3.667704 | lrm: 0.20 | dt: 366ms | tok/sec: 89,646 | mfu: 57.8% | epoch: 1 | remaining: 38s    
step 00727 (87.5%) | loss: 3.667202 | lrm: 0.20 | dt: 367ms | tok/sec: 89,326 | mfu: 57.6% | epoch: 1 | remaining: 37s    
step 00728 (87.6%) | loss: 3.674538 | lrm: 0.20 | dt: 367ms | tok/sec: 89,362 | mfu: 57.6% | epoch: 1 | remaining: 37s    
step 00729 (87.7%) | loss: 3.676157 | lrm: 0.20 | dt: 368ms | tok/sec: 89,128 | mfu: 57.5% | epoch: 1 | remaining: 36s    
step 00730 (87.8%) | loss: 3.666669 | lrm: 0.19 | dt: 366ms | tok/sec: 89,448 | mfu: 57.7% | epoch: 1 | remaining: 36s    
step 00731 (88.0%) | loss: 3.661759 | lrm: 0.19 | dt: 366ms | tok/sec: 89,538 | mfu: 57.7% | epoch: 1 | remaining: 36s    
step 00732 (88.1%) | loss: 3.665352 | lrm: 0.19 | dt: 368ms | tok/sec: 89,147 | mfu: 57.5% | epoch: 1 | remaining: 35s    
step 00733 (88.2%) | loss: 3.666889 | lrm: 0.19 | dt: 365ms | tok/sec: 89,817 | mfu: 57.9% | epoch: 1 | remaining: 35s    
step 00734 (88.3%) | loss: 3.663832 | lrm: 0.19 | dt: 367ms | tok/sec: 89,375 | mfu: 57.6% | epoch: 1 | remaining: 35s    
step 00735 (88.5%) | loss: 3.666830 | lrm: 0.19 | dt: 368ms | tok/sec: 88,942 | mfu: 57.4% | epoch: 1 | remaining: 34s    
step 00736 (88.6%) | loss: 3.667377 | lrm: 0.19 | dt: 365ms | tok/sec: 89,873 | mfu: 58.0% | epoch: 1 | remaining: 34s    
step 00737 (88.7%) | loss: 3.673157 | lrm: 0.18 | dt: 368ms | tok/sec: 88,936 | mfu: 57.4% | epoch: 1 | remaining: 34s    
step 00738 (88.8%) | loss: 3.667887 | lrm: 0.18 | dt: 367ms | tok/sec: 89,407 | mfu: 57.7% | epoch: 1 | remaining: 33s    
step 00739 (88.9%) | loss: 3.665227 | lrm: 0.18 | dt: 365ms | tok/sec: 89,779 | mfu: 57.9% | epoch: 1 | remaining: 33s    
step 00740 (89.1%) | loss: 3.664102 | lrm: 0.18 | dt: 365ms | tok/sec: 89,721 | mfu: 57.9% | epoch: 1 | remaining: 32s    
step 00741 (89.2%) | loss: 3.659928 | lrm: 0.18 | dt: 366ms | tok/sec: 89,621 | mfu: 57.8% | epoch: 1 | remaining: 32s    
step 00742 (89.3%) | loss: 3.658777 | lrm: 0.18 | dt: 375ms | tok/sec: 87,265 | mfu: 56.3% | epoch: 1 | remaining: 32s    
step 00743 (89.4%) | loss: 3.665820 | lrm: 0.18 | dt: 368ms | tok/sec: 89,142 | mfu: 57.5% | epoch: 1 | remaining: 31s    
step 00744 (89.6%) | loss: 3.666121 | lrm: 0.17 | dt: 366ms | tok/sec: 89,519 | mfu: 57.7% | epoch: 1 | remaining: 31s    
step 00745 (89.7%) | loss: 3.660564 | lrm: 0.17 | dt: 366ms | tok/sec: 89,640 | mfu: 57.8% | epoch: 1 | remaining: 31s    
step 00746 (89.8%) | loss: 3.655839 | lrm: 0.17 | dt: 367ms | tok/sec: 89,295 | mfu: 57.6% | epoch: 1 | remaining: 30s    
step 00747 (89.9%) | loss: 3.643492 | lrm: 0.17 | dt: 366ms | tok/sec: 89,539 | mfu: 57.7% | epoch: 1 | remaining: 30s    
step 00748 (90.0%) | loss: 3.645545 | lrm: 0.17 | dt: 367ms | tok/sec: 89,292 | mfu: 57.6% | epoch: 1 | remaining: 29s    
step 00749 (90.2%) | loss: 3.648233 | lrm: 0.17 | dt: 368ms | tok/sec: 89,041 | mfu: 57.4% | epoch: 1 | remaining: 29s    
step 00750 (90.3%) | loss: 3.652365 | lrm: 0.17 | dt: 366ms | tok/sec: 89,586 | mfu: 57.8% | epoch: 1 | remaining: 29s    
step 00751 (90.4%) | loss: 3.655701 | lrm: 0.16 | dt: 367ms | tok/sec: 89,179 | mfu: 57.5% | epoch: 1 | remaining: 28s    
step 00752 (90.5%) | loss: 3.659390 | lrm: 0.16 | dt: 366ms | tok/sec: 89,492 | mfu: 57.7% | epoch: 1 | remaining: 28s    
step 00753 (90.7%) | loss: 3.663175 | lrm: 0.16 | dt: 365ms | tok/sec: 89,716 | mfu: 57.9% | epoch: 1 | remaining: 28s    
step 00754 (90.8%) | loss: 3.666251 | lrm: 0.16 | dt: 367ms | tok/sec: 89,270 | mfu: 57.6% | epoch: 1 | remaining: 27s    
step 00755 (90.9%) | loss: 3.671262 | lrm: 0.16 | dt: 366ms | tok/sec: 89,545 | mfu: 57.7% | epoch: 1 | remaining: 27s    
step 00756 (91.0%) | loss: 3.647527 | lrm: 0.16 | dt: 365ms | tok/sec: 89,772 | mfu: 57.9% | epoch: 1 | remaining: 27s    
step 00757 (91.1%) | loss: 3.640103 | lrm: 0.16 | dt: 368ms | tok/sec: 88,946 | mfu: 57.4% | epoch: 1 | remaining: 26s    
step 00758 (91.3%) | loss: 3.645702 | lrm: 0.15 | dt: 365ms | tok/sec: 89,831 | mfu: 57.9% | epoch: 1 | remaining: 26s    
step 00759 (91.4%) | loss: 3.639280 | lrm: 0.15 | dt: 368ms | tok/sec: 89,139 | mfu: 57.5% | epoch: 1 | remaining: 25s    
step 00760 (91.5%) | loss: 3.641466 | lrm: 0.15 | dt: 367ms | tok/sec: 89,392 | mfu: 57.6% | epoch: 1 | remaining: 25s    
step 00761 (91.6%) | loss: 3.640347 | lrm: 0.15 | dt: 364ms | tok/sec: 89,977 | mfu: 58.0% | epoch: 1 | remaining: 25s    
step 00762 (91.8%) | loss: 3.643721 | lrm: 0.15 | dt: 367ms | tok/sec: 89,201 | mfu: 57.5% | epoch: 1 | remaining: 24s    
step 00763 (91.9%) | loss: 3.640074 | lrm: 0.15 | dt: 366ms | tok/sec: 89,453 | mfu: 57.7% | epoch: 1 | remaining: 24s    
step 00764 (92.0%) | loss: 3.640021 | lrm: 0.14 | dt: 366ms | tok/sec: 89,442 | mfu: 57.7% | epoch: 1 | remaining: 24s    
step 00765 (92.1%) | loss: 3.641529 | lrm: 0.14 | dt: 367ms | tok/sec: 89,274 | mfu: 57.6% | epoch: 1 | remaining: 23s    
step 00766 (92.2%) | loss: 3.646662 | lrm: 0.14 | dt: 367ms | tok/sec: 89,254 | mfu: 57.6% | epoch: 1 | remaining: 23s    
step 00767 (92.4%) | loss: 3.646696 | lrm: 0.14 | dt: 365ms | tok/sec: 89,676 | mfu: 57.8% | epoch: 1 | remaining: 23s    
step 00768 (92.5%) | loss: 3.653889 | lrm: 0.14 | dt: 366ms | tok/sec: 89,430 | mfu: 57.7% | epoch: 1 | remaining: 22s    
step 00769 (92.6%) | loss: 3.652928 | lrm: 0.14 | dt: 366ms | tok/sec: 89,640 | mfu: 57.8% | epoch: 1 | remaining: 22s    
step 00770 (92.7%) | loss: 3.646415 | lrm: 0.14 | dt: 366ms | tok/sec: 89,578 | mfu: 57.8% | epoch: 1 | remaining: 21s    
step 00771 (92.9%) | loss: 3.649519 | lrm: 0.13 | dt: 365ms | tok/sec: 89,684 | mfu: 57.8% | epoch: 1 | remaining: 21s    
step 00772 (93.0%) | loss: 3.646079 | lrm: 0.13 | dt: 366ms | tok/sec: 89,511 | mfu: 57.7% | epoch: 1 | remaining: 21s    
step 00773 (93.1%) | loss: 3.637933 | lrm: 0.13 | dt: 365ms | tok/sec: 89,855 | mfu: 57.9% | epoch: 1 | remaining: 20s    
step 00774 (93.2%) | loss: 3.624547 | lrm: 0.13 | dt: 367ms | tok/sec: 89,239 | mfu: 57.5% | epoch: 1 | remaining: 20s    
step 00775 (93.3%) | loss: 3.622334 | lrm: 0.13 | dt: 366ms | tok/sec: 89,610 | mfu: 57.8% | epoch: 1 | remaining: 20s    
step 00776 (93.5%) | loss: 3.621292 | lrm: 0.13 | dt: 368ms | tok/sec: 89,146 | mfu: 57.5% | epoch: 1 | remaining: 19s    
step 00777 (93.6%) | loss: 3.617199 | lrm: 0.13 | dt: 366ms | tok/sec: 89,570 | mfu: 57.8% | epoch: 1 | remaining: 19s    
step 00778 (93.7%) | loss: 3.620672 | lrm: 0.12 | dt: 365ms | tok/sec: 89,700 | mfu: 57.8% | epoch: 1 | remaining: 19s    
step 00779 (93.8%) | loss: 3.604891 | lrm: 0.12 | dt: 367ms | tok/sec: 89,398 | mfu: 57.7% | epoch: 1 | remaining: 18s    
step 00780 (94.0%) | loss: 3.615510 | lrm: 0.12 | dt: 365ms | tok/sec: 89,714 | mfu: 57.9% | epoch: 1 | remaining: 18s    
step 00781 (94.1%) | loss: 3.616005 | lrm: 0.12 | dt: 367ms | tok/sec: 89,327 | mfu: 57.6% | epoch: 1 | remaining: 17s    
step 00782 (94.2%) | loss: 3.616208 | lrm: 0.12 | dt: 367ms | tok/sec: 89,249 | mfu: 57.6% | epoch: 1 | remaining: 17s    
step 00783 (94.3%) | loss: 3.628403 | lrm: 0.12 | dt: 366ms | tok/sec: 89,626 | mfu: 57.8% | epoch: 1 | remaining: 17s    
step 00784 (94.4%) | loss: 3.624729 | lrm: 0.12 | dt: 367ms | tok/sec: 89,402 | mfu: 57.7% | epoch: 1 | remaining: 16s    
step 00785 (94.6%) | loss: 3.631890 | lrm: 0.11 | dt: 367ms | tok/sec: 89,272 | mfu: 57.6% | epoch: 1 | remaining: 16s    
step 00786 (94.7%) | loss: 3.637851 | lrm: 0.11 | dt: 366ms | tok/sec: 89,640 | mfu: 57.8% | epoch: 1 | remaining: 16s    
step 00787 (94.8%) | loss: 3.643265 | lrm: 0.11 | dt: 367ms | tok/sec: 89,178 | mfu: 57.5% | epoch: 1 | remaining: 15s    
step 00788 (94.9%) | loss: 3.637920 | lrm: 0.11 | dt: 365ms | tok/sec: 89,733 | mfu: 57.9% | epoch: 1 | remaining: 15s    
step 00789 (95.1%) | loss: 3.637156 | lrm: 0.11 | dt: 366ms | tok/sec: 89,477 | mfu: 57.7% | epoch: 1 | remaining: 14s    
step 00790 (95.2%) | loss: 3.632584 | lrm: 0.11 | dt: 367ms | tok/sec: 89,394 | mfu: 57.6% | epoch: 1 | remaining: 14s    
step 00791 (95.3%) | loss: 3.622980 | lrm: 0.11 | dt: 365ms | tok/sec: 89,693 | mfu: 57.8% | epoch: 1 | remaining: 14s    
step 00792 (95.4%) | loss: 3.632758 | lrm: 0.10 | dt: 367ms | tok/sec: 89,325 | mfu: 57.6% | epoch: 1 | remaining: 13s    
