Vocab size: 8,192
Model config: {'sequence_len': 512, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 384, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,408
  scalars                 : 12
  total                   : 26,346,060
Estimated FLOPs per token: 9.673459e+07
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011249 | lrm: 1.00 | dt: 1466ms | tok/sec: 11,178 | mfu: 7.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.934780 | lrm: 1.00 | dt: 340ms | tok/sec: 48,164 | mfu: 31.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.681718 | lrm: 1.00 | dt: 298ms | tok/sec: 55,050 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.338754 | lrm: 1.00 | dt: 298ms | tok/sec: 54,962 | mfu: 35.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.028771 | lrm: 1.00 | dt: 298ms | tok/sec: 54,976 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.775651 | lrm: 1.00 | dt: 298ms | tok/sec: 55,036 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.555651 | lrm: 1.00 | dt: 298ms | tok/sec: 54,990 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.381238 | lrm: 1.00 | dt: 298ms | tok/sec: 55,037 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.240231 | lrm: 1.00 | dt: 299ms | tok/sec: 54,867 | mfu: 35.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.112508 | lrm: 1.00 | dt: 298ms | tok/sec: 55,045 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.993913 | lrm: 1.00 | dt: 298ms | tok/sec: 54,982 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.904808 | lrm: 1.00 | dt: 298ms | tok/sec: 55,029 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.823026 | lrm: 1.00 | dt: 298ms | tok/sec: 54,970 | mfu: 35.5% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.750104 | lrm: 1.00 | dt: 299ms | tok/sec: 54,817 | mfu: 35.4% | epoch: 1 | remaining: 299s    
step 00634 (62.0%) | loss: 4.022626 | lrm: 0.76 | dt: 298ms | tok/sec: 54,930 | mfu: 35.4% | epoch: 1 | remaining: 114s    
step 00635 (62.1%) | loss: 4.012498 | lrm: 0.76 | dt: 298ms | tok/sec: 54,971 | mfu: 35.5% | epoch: 1 | remaining: 114s    
step 00636 (62.2%) | loss: 4.012179 | lrm: 0.76 | dt: 298ms | tok/sec: 54,989 | mfu: 35.5% | epoch: 1 | remaining: 113s    
step 00637 (62.3%) | loss: 4.019310 | lrm: 0.75 | dt: 298ms | tok/sec: 54,920 | mfu: 35.4% | epoch: 1 | remaining: 113s    
step 00638 (62.4%) | loss: 4.009083 | lrm: 0.75 | dt: 299ms | tok/sec: 54,881 | mfu: 35.4% | epoch: 1 | remaining: 113s    
step 00639 (62.5%) | loss: 4.016311 | lrm: 0.75 | dt: 298ms | tok/sec: 54,978 | mfu: 35.5% | epoch: 1 | remaining: 112s    
step 00640 (62.6%) | loss: 4.013759 | lrm: 0.75 | dt: 298ms | tok/sec: 54,975 | mfu: 35.5% | epoch: 1 | remaining: 112s    
step 00641 (62.7%) | loss: 4.013905 | lrm: 0.75 | dt: 298ms | tok/sec: 54,968 | mfu: 35.4% | epoch: 1 | remaining: 112s    
step 00642 (62.8%) | loss: 4.011328 | lrm: 0.74 | dt: 298ms | tok/sec: 54,933 | mfu: 35.4% | epoch: 1 | remaining: 111s    
step 00643 (62.9%) | loss: 4.019615 | lrm: 0.74 | dt: 298ms | tok/sec: 54,898 | mfu: 35.4% | epoch: 1 | remaining: 111s    
step 00644 (62.9%) | loss: 4.015046 | lrm: 0.74 | dt: 298ms | tok/sec: 54,904 | mfu: 35.4% | epoch: 1 | remaining: 111s    
step 00645 (63.0%) | loss: 4.020472 | lrm: 0.74 | dt: 298ms | tok/sec: 54,956 | mfu: 35.4% | epoch: 1 | remaining: 111s    
step 00646 (63.1%) | loss: 4.016227 | lrm: 0.74 | dt: 299ms | tok/sec: 54,850 | mfu: 35.4% | epoch: 1 | remaining: 110s    
step 00647 (63.2%) | loss: 4.016469 | lrm: 0.74 | dt: 298ms | tok/sec: 54,893 | mfu: 35.4% | epoch: 1 | remaining: 110s    
step 00648 (63.3%) | loss: 4.008861 | lrm: 0.73 | dt: 298ms | tok/sec: 54,975 | mfu: 35.5% | epoch: 1 | remaining: 110s    
step 00649 (63.4%) | loss: 4.004146 | lrm: 0.73 | dt: 299ms | tok/sec: 54,862 | mfu: 35.4% | epoch: 1 | remaining: 109s    
step 00650 (63.5%) | loss: 3.999048 | lrm: 0.73 | dt: 298ms | tok/sec: 55,005 | mfu: 35.5% | epoch: 1 | remaining: 109s    
step 00651 (63.6%) | loss: 3.997186 | lrm: 0.73 | dt: 298ms | tok/sec: 54,942 | mfu: 35.4% | epoch: 1 | remaining: 109s    
step 00652 (63.7%) | loss: 3.987207 | lrm: 0.73 | dt: 298ms | tok/sec: 54,951 | mfu: 35.4% | epoch: 1 | remaining: 108s    
step 00653 (63.8%) | loss: 3.977893 | lrm: 0.72 | dt: 298ms | tok/sec: 54,889 | mfu: 35.4% | epoch: 1 | remaining: 108s    
step 00654 (63.9%) | loss: 3.979207 | lrm: 0.72 | dt: 299ms | tok/sec: 54,878 | mfu: 35.4% | epoch: 1 | remaining: 108s    
step 00655 (64.0%) | loss: 3.982911 | lrm: 0.72 | dt: 298ms | tok/sec: 55,017 | mfu: 35.5% | epoch: 1 | remaining: 108s    
step 00656 (64.1%) | loss: 3.971945 | lrm: 0.72 | dt: 298ms | tok/sec: 54,913 | mfu: 35.4% | epoch: 1 | remaining: 107s    
step 00657 (64.2%) | loss: 3.973241 | lrm: 0.72 | dt: 298ms | tok/sec: 54,932 | mfu: 35.4% | epoch: 1 | remaining: 107s    
step 00658 (64.3%) | loss: 3.978448 | lrm: 0.71 | dt: 299ms | tok/sec: 54,847 | mfu: 35.4% | epoch: 1 | remaining: 107s    
step 00659 (64.4%) | loss: 3.972720 | lrm: 0.71 | dt: 298ms | tok/sec: 54,913 | mfu: 35.4% | epoch: 1 | remaining: 106s    
step 00660 (64.5%) | loss: 3.975103 | lrm: 0.71 | dt: 298ms | tok/sec: 54,891 | mfu: 35.4% | epoch: 1 | remaining: 106s    
step 00661 (64.6%) | loss: 3.967935 | lrm: 0.71 | dt: 298ms | tok/sec: 54,920 | mfu: 35.4% | epoch: 1 | remaining: 106s    
step 00662 (64.7%) | loss: 3.970698 | lrm: 0.71 | dt: 298ms | tok/sec: 54,904 | mfu: 35.4% | epoch: 1 | remaining: 105s    
step 00663 (64.8%) | loss: 3.970462 | lrm: 0.70 | dt: 298ms | tok/sec: 55,012 | mfu: 35.5% | epoch: 1 | remaining: 105s    
step 00664 (64.9%) | loss: 3.976372 | lrm: 0.70 | dt: 298ms | tok/sec: 55,057 | mfu: 35.5% | epoch: 1 | remaining: 105s    
step 00665 (65.0%) | loss: 3.981278 | lrm: 0.70 | dt: 299ms | tok/sec: 54,864 | mfu: 35.4% | epoch: 1 | remaining: 105s    
step 00666 (65.1%) | loss: 3.985997 | lrm: 0.70 | dt: 299ms | tok/sec: 54,794 | mfu: 35.3% | epoch: 1 | remaining: 104s    
step 00667 (65.2%) | loss: 3.981177 | lrm: 0.70 | dt: 298ms | tok/sec: 54,992 | mfu: 35.5% | epoch: 1 | remaining: 104s    
step 00668 (65.3%) | loss: 3.992789 | lrm: 0.69 | dt: 298ms | tok/sec: 54,914 | mfu: 35.4% | epoch: 1 | remaining: 104s    
step 00669 (65.4%) | loss: 4.003674 | lrm: 0.69 | dt: 298ms | tok/sec: 54,920 | mfu: 35.4% | epoch: 1 | remaining: 103s    
step 00670 (65.5%) | loss: 3.992905 | lrm: 0.69 | dt: 298ms | tok/sec: 54,946 | mfu: 35.4% | epoch: 1 | remaining: 103s    
step 00671 (65.6%) | loss: 3.992533 | lrm: 0.69 | dt: 298ms | tok/sec: 54,938 | mfu: 35.4% | epoch: 1 | remaining: 103s    
step 00672 (65.7%) | loss: 3.993380 | lrm: 0.69 | dt: 298ms | tok/sec: 54,975 | mfu: 35.5% | epoch: 1 | remaining: 103s    
step 00673 (65.8%) | loss: 3.983285 | lrm: 0.68 | dt: 298ms | tok/sec: 54,960 | mfu: 35.4% | epoch: 1 | remaining: 102s    
step 00674 (65.9%) | loss: 3.983038 | lrm: 0.68 | dt: 298ms | tok/sec: 54,889 | mfu: 35.4% | epoch: 1 | remaining: 102s    
step 00675 (66.0%) | loss: 3.988943 | lrm: 0.68 | dt: 298ms | tok/sec: 54,964 | mfu: 35.4% | epoch: 1 | remaining: 102s    
step 00676 (66.1%) | loss: 3.983985 | lrm: 0.68 | dt: 298ms | tok/sec: 54,906 | mfu: 35.4% | epoch: 1 | remaining: 101s    
step 00677 (66.2%) | loss: 3.974475 | lrm: 0.68 | dt: 298ms | tok/sec: 54,891 | mfu: 35.4% | epoch: 1 | remaining: 101s    
step 00678 (66.3%) | loss: 3.971264 | lrm: 0.67 | dt: 298ms | tok/sec: 54,949 | mfu: 35.4% | epoch: 1 | remaining: 101s    
step 00679 (66.4%) | loss: 3.974758 | lrm: 0.67 | dt: 298ms | tok/sec: 54,948 | mfu: 35.4% | epoch: 1 | remaining: 100s    
step 00680 (66.5%) | loss: 3.969906 | lrm: 0.67 | dt: 298ms | tok/sec: 54,914 | mfu: 35.4% | epoch: 1 | remaining: 100s    
step 00681 (66.6%) | loss: 3.974296 | lrm: 0.67 | dt: 298ms | tok/sec: 55,010 | mfu: 35.5% | epoch: 1 | remaining: 100s    
step 00682 (66.7%) | loss: 3.981480 | lrm: 0.67 | dt: 298ms | tok/sec: 54,967 | mfu: 35.4% | epoch: 1 | remaining: 100s    
step 00683 (66.8%) | loss: 3.971607 | lrm: 0.66 | dt: 298ms | tok/sec: 54,943 | mfu: 35.4% | epoch: 1 | remaining: 99s    
step 00684 (66.9%) | loss: 3.961351 | lrm: 0.66 | dt: 299ms | tok/sec: 54,781 | mfu: 35.3% | epoch: 1 | remaining: 99s    
step 00685 (67.0%) | loss: 3.956021 | lrm: 0.66 | dt: 298ms | tok/sec: 54,933 | mfu: 35.4% | epoch: 1 | remaining: 99s    
step 00686 (67.1%) | loss: 3.967672 | lrm: 0.66 | dt: 298ms | tok/sec: 54,888 | mfu: 35.4% | epoch: 1 | remaining: 98s    
step 00687 (67.2%) | loss: 3.944362 | lrm: 0.66 | dt: 298ms | tok/sec: 54,981 | mfu: 35.5% | epoch: 1 | remaining: 98s    
step 00688 (67.3%) | loss: 3.952642 | lrm: 0.65 | dt: 298ms | tok/sec: 54,948 | mfu: 35.4% | epoch: 1 | remaining: 98s    
step 00689 (67.4%) | loss: 3.951803 | lrm: 0.65 | dt: 299ms | tok/sec: 54,884 | mfu: 35.4% | epoch: 1 | remaining: 97s    
step 00690 (67.5%) | loss: 3.954149 | lrm: 0.65 | dt: 298ms | tok/sec: 54,974 | mfu: 35.5% | epoch: 1 | remaining: 97s    
step 00691 (67.6%) | loss: 3.963190 | lrm: 0.65 | dt: 299ms | tok/sec: 54,882 | mfu: 35.4% | epoch: 1 | remaining: 97s    
step 00692 (67.7%) | loss: 3.958288 | lrm: 0.65 | dt: 299ms | tok/sec: 54,709 | mfu: 35.3% | epoch: 1 | remaining: 97s    
step 00693 (67.8%) | loss: 3.958288 | lrm: 0.64 | dt: 298ms | tok/sec: 54,998 | mfu: 35.5% | epoch: 1 | remaining: 96s    
step 00694 (67.9%) | loss: 3.954277 | lrm: 0.64 | dt: 298ms | tok/sec: 54,971 | mfu: 35.5% | epoch: 1 | remaining: 96s    
step 00695 (68.0%) | loss: 3.948507 | lrm: 0.64 | dt: 298ms | tok/sec: 54,987 | mfu: 35.5% | epoch: 1 | remaining: 96s    
step 00696 (68.1%) | loss: 3.936745 | lrm: 0.64 | dt: 298ms | tok/sec: 54,951 | mfu: 35.4% | epoch: 1 | remaining: 95s    
step 00697 (68.2%) | loss: 3.945717 | lrm: 0.64 | dt: 298ms | tok/sec: 54,970 | mfu: 35.5% | epoch: 1 | remaining: 95s    
step 00698 (68.3%) | loss: 3.936629 | lrm: 0.63 | dt: 298ms | tok/sec: 55,039 | mfu: 35.5% | epoch: 1 | remaining: 95s    
step 00699 (68.4%) | loss: 3.928038 | lrm: 0.63 | dt: 299ms | tok/sec: 54,868 | mfu: 35.4% | epoch: 1 | remaining: 94s    
step 00700 (68.5%) | loss: 3.930416 | lrm: 0.63 | dt: 298ms | tok/sec: 54,973 | mfu: 35.5% | epoch: 1 | remaining: 94s    
step 00701 (68.6%) | loss: 3.935812 | lrm: 0.63 | dt: 298ms | tok/sec: 54,939 | mfu: 35.4% | epoch: 1 | remaining: 94s    
step 00702 (68.7%) | loss: 3.931692 | lrm: 0.63 | dt: 299ms | tok/sec: 54,873 | mfu: 35.4% | epoch: 1 | remaining: 94s    
step 00703 (68.8%) | loss: 3.949879 | lrm: 0.62 | dt: 298ms | tok/sec: 55,049 | mfu: 35.5% | epoch: 1 | remaining: 93s    
step 00704 (68.9%) | loss: 3.950050 | lrm: 0.62 | dt: 298ms | tok/sec: 54,953 | mfu: 35.4% | epoch: 1 | remaining: 93s    
step 00705 (69.0%) | loss: 3.948561 | lrm: 0.62 | dt: 298ms | tok/sec: 54,910 | mfu: 35.4% | epoch: 1 | remaining: 93s    
step 00706 (69.1%) | loss: 3.954052 | lrm: 0.62 | dt: 298ms | tok/sec: 54,974 | mfu: 35.5% | epoch: 1 | remaining: 92s    
step 00707 (69.2%) | loss: 3.960712 | lrm: 0.62 | dt: 298ms | tok/sec: 54,961 | mfu: 35.4% | epoch: 1 | remaining: 92s    
step 00708 (69.3%) | loss: 3.959838 | lrm: 0.61 | dt: 298ms | tok/sec: 54,924 | mfu: 35.4% | epoch: 1 | remaining: 92s    
step 00709 (69.4%) | loss: 3.965474 | lrm: 0.61 | dt: 298ms | tok/sec: 55,025 | mfu: 35.5% | epoch: 1 | remaining: 91s    
step 00710 (69.5%) | loss: 3.973111 | lrm: 0.61 | dt: 298ms | tok/sec: 55,042 | mfu: 35.5% | epoch: 1 | remaining: 91s    
step 00711 (69.6%) | loss: 3.972092 | lrm: 0.61 | dt: 298ms | tok/sec: 54,925 | mfu: 35.4% | epoch: 1 | remaining: 91s    
step 00712 (69.7%) | loss: 3.970959 | lrm: 0.61 | dt: 298ms | tok/sec: 54,967 | mfu: 35.4% | epoch: 1 | remaining: 91s    
step 00713 (69.8%) | loss: 3.967313 | lrm: 0.60 | dt: 298ms | tok/sec: 55,029 | mfu: 35.5% | epoch: 1 | remaining: 90s    
step 00714 (69.9%) | loss: 3.959684 | lrm: 0.60 | dt: 298ms | tok/sec: 54,891 | mfu: 35.4% | epoch: 1 | remaining: 90s    
step 00715 (70.0%) | loss: 3.966814 | lrm: 0.60 | dt: 298ms | tok/sec: 54,978 | mfu: 35.5% | epoch: 1 | remaining: 90s    
step 00716 (70.1%) | loss: 3.959463 | lrm: 0.60 | dt: 299ms | tok/sec: 54,774 | mfu: 35.3% | epoch: 1 | remaining: 89s    
step 00717 (70.2%) | loss: 3.939793 | lrm: 0.60 | dt: 298ms | tok/sec: 54,958 | mfu: 35.4% | epoch: 1 | remaining: 89s    
step 00718 (70.3%) | loss: 3.930558 | lrm: 0.59 | dt: 298ms | tok/sec: 54,991 | mfu: 35.5% | epoch: 1 | remaining: 89s    
step 00719 (70.4%) | loss: 3.924819 | lrm: 0.59 | dt: 298ms | tok/sec: 54,961 | mfu: 35.4% | epoch: 1 | remaining: 88s    
step 00720 (70.5%) | loss: 3.925484 | lrm: 0.59 | dt: 299ms | tok/sec: 54,852 | mfu: 35.4% | epoch: 1 | remaining: 88s    
step 00721 (70.6%) | loss: 3.935173 | lrm: 0.59 | dt: 298ms | tok/sec: 54,944 | mfu: 35.4% | epoch: 1 | remaining: 88s    
step 00722 (70.7%) | loss: 3.930843 | lrm: 0.59 | dt: 298ms | tok/sec: 54,903 | mfu: 35.4% | epoch: 1 | remaining: 88s    
step 00723 (70.8%) | loss: 3.914729 | lrm: 0.58 | dt: 299ms | tok/sec: 54,884 | mfu: 35.4% | epoch: 1 | remaining: 87s    
step 00724 (70.9%) | loss: 3.909298 | lrm: 0.58 | dt: 298ms | tok/sec: 54,922 | mfu: 35.4% | epoch: 1 | remaining: 87s    
step 00725 (71.0%) | loss: 3.918417 | lrm: 0.58 | dt: 298ms | tok/sec: 54,988 | mfu: 35.5% | epoch: 1 | remaining: 87s    
step 00726 (71.1%) | loss: 3.921212 | lrm: 0.58 | dt: 299ms | tok/sec: 54,885 | mfu: 35.4% | epoch: 1 | remaining: 86s    
step 00727 (71.2%) | loss: 3.918517 | lrm: 0.58 | dt: 298ms | tok/sec: 54,906 | mfu: 35.4% | epoch: 1 | remaining: 86s    
step 00728 (71.3%) | loss: 3.906145 | lrm: 0.57 | dt: 299ms | tok/sec: 54,882 | mfu: 35.4% | epoch: 1 | remaining: 86s    
step 00729 (71.4%) | loss: 3.916074 | lrm: 0.57 | dt: 299ms | tok/sec: 54,841 | mfu: 35.4% | epoch: 1 | remaining: 86s    
step 00730 (71.5%) | loss: 3.926088 | lrm: 0.57 | dt: 298ms | tok/sec: 54,958 | mfu: 35.4% | epoch: 1 | remaining: 85s    
step 00731 (71.6%) | loss: 3.926721 | lrm: 0.57 | dt: 298ms | tok/sec: 55,031 | mfu: 35.5% | epoch: 1 | remaining: 85s    
step 00732 (71.7%) | loss: 3.916445 | lrm: 0.57 | dt: 299ms | tok/sec: 54,794 | mfu: 35.3% | epoch: 1 | remaining: 85s    
step 00733 (71.8%) | loss: 3.912382 | lrm: 0.56 | dt: 298ms | tok/sec: 54,951 | mfu: 35.4% | epoch: 1 | remaining: 84s    
step 00734 (71.9%) | loss: 3.922376 | lrm: 0.56 | dt: 298ms | tok/sec: 54,958 | mfu: 35.4% | epoch: 1 | remaining: 84s    
step 00735 (72.0%) | loss: 3.918459 | lrm: 0.56 | dt: 298ms | tok/sec: 54,930 | mfu: 35.4% | epoch: 1 | remaining: 84s    
step 00736 (72.1%) | loss: 3.927420 | lrm: 0.56 | dt: 298ms | tok/sec: 54,929 | mfu: 35.4% | epoch: 1 | remaining: 83s    
step 00737 (72.2%) | loss: 3.926058 | lrm: 0.56 | dt: 298ms | tok/sec: 54,963 | mfu: 35.4% | epoch: 1 | remaining: 83s    
step 00738 (72.3%) | loss: 3.906071 | lrm: 0.55 | dt: 298ms | tok/sec: 55,021 | mfu: 35.5% | epoch: 1 | remaining: 83s    
step 00739 (72.4%) | loss: 3.910359 | lrm: 0.55 | dt: 298ms | tok/sec: 54,942 | mfu: 35.4% | epoch: 1 | remaining: 83s    
step 00740 (72.5%) | loss: 3.909560 | lrm: 0.55 | dt: 298ms | tok/sec: 54,988 | mfu: 35.5% | epoch: 1 | remaining: 82s    
step 00741 (72.6%) | loss: 3.910060 | lrm: 0.55 | dt: 298ms | tok/sec: 54,921 | mfu: 35.4% | epoch: 1 | remaining: 82s    
step 00742 (72.7%) | loss: 3.903668 | lrm: 0.55 | dt: 298ms | tok/sec: 54,983 | mfu: 35.5% | epoch: 1 | remaining: 82s    
step 00743 (72.8%) | loss: 3.919819 | lrm: 0.54 | dt: 298ms | tok/sec: 54,959 | mfu: 35.4% | epoch: 1 | remaining: 81s    
step 00744 (72.9%) | loss: 3.911226 | lrm: 0.54 | dt: 298ms | tok/sec: 54,916 | mfu: 35.4% | epoch: 1 | remaining: 81s    
step 00745 (73.0%) | loss: 3.914090 | lrm: 0.54 | dt: 298ms | tok/sec: 54,910 | mfu: 35.4% | epoch: 1 | remaining: 81s    
step 00746 (73.1%) | loss: 3.907697 | lrm: 0.54 | dt: 298ms | tok/sec: 54,938 | mfu: 35.4% | epoch: 1 | remaining: 80s    
step 00747 (73.2%) | loss: 3.906672 | lrm: 0.54 | dt: 299ms | tok/sec: 54,725 | mfu: 35.3% | epoch: 1 | remaining: 80s    
step 00748 (73.3%) | loss: 3.891563 | lrm: 0.53 | dt: 298ms | tok/sec: 54,958 | mfu: 35.4% | epoch: 1 | remaining: 80s    
step 00749 (73.4%) | loss: 3.896865 | lrm: 0.53 | dt: 298ms | tok/sec: 54,952 | mfu: 35.4% | epoch: 1 | remaining: 80s    
step 00750 (73.5%) | loss: 3.901344 | lrm: 0.53 | dt: 299ms | tok/sec: 54,784 | mfu: 35.3% | epoch: 1 | remaining: 79s    
step 00751 (73.6%) | loss: 3.895004 | lrm: 0.53 | dt: 298ms | tok/sec: 54,964 | mfu: 35.4% | epoch: 1 | remaining: 79s    
step 00752 (73.7%) | loss: 3.887230 | lrm: 0.53 | dt: 298ms | tok/sec: 54,904 | mfu: 35.4% | epoch: 1 | remaining: 79s    
step 00753 (73.8%) | loss: 3.882296 | lrm: 0.52 | dt: 299ms | tok/sec: 54,715 | mfu: 35.3% | epoch: 1 | remaining: 78s    
step 00754 (73.9%) | loss: 3.876409 | lrm: 0.52 | dt: 299ms | tok/sec: 54,815 | mfu: 35.4% | epoch: 1 | remaining: 78s    
step 00755 (74.0%) | loss: 3.887021 | lrm: 0.52 | dt: 298ms | tok/sec: 54,915 | mfu: 35.4% | epoch: 1 | remaining: 78s    
step 00756 (74.1%) | loss: 3.887573 | lrm: 0.52 | dt: 300ms | tok/sec: 54,698 | mfu: 35.3% | epoch: 1 | remaining: 77s    
step 00757 (74.2%) | loss: 3.880920 | lrm: 0.52 | dt: 299ms | tok/sec: 54,841 | mfu: 35.4% | epoch: 1 | remaining: 77s    
step 00758 (74.3%) | loss: 3.884027 | lrm: 0.51 | dt: 298ms | tok/sec: 54,984 | mfu: 35.5% | epoch: 1 | remaining: 77s    
step 00759 (74.4%) | loss: 3.893329 | lrm: 0.51 | dt: 298ms | tok/sec: 54,930 | mfu: 35.4% | epoch: 1 | remaining: 77s    
step 00760 (74.5%) | loss: 3.873177 | lrm: 0.51 | dt: 299ms | tok/sec: 54,879 | mfu: 35.4% | epoch: 1 | remaining: 76s    
step 00761 (74.6%) | loss: 3.875086 | lrm: 0.51 | dt: 299ms | tok/sec: 54,840 | mfu: 35.4% | epoch: 1 | remaining: 76s    
step 00762 (74.7%) | loss: 3.881276 | lrm: 0.51 | dt: 299ms | tok/sec: 54,865 | mfu: 35.4% | epoch: 1 | remaining: 76s    
step 00763 (74.8%) | loss: 3.866783 | lrm: 0.50 | dt: 298ms | tok/sec: 55,006 | mfu: 35.5% | epoch: 1 | remaining: 75s    
step 00764 (74.9%) | loss: 3.872731 | lrm: 0.50 | dt: 298ms | tok/sec: 54,919 | mfu: 35.4% | epoch: 1 | remaining: 75s    
step 00765 (75.0%) | loss: 3.882333 | lrm: 0.50 | dt: 298ms | tok/sec: 54,953 | mfu: 35.4% | epoch: 1 | remaining: 75s    
step 00766 (75.1%) | loss: 3.881613 | lrm: 0.50 | dt: 298ms | tok/sec: 54,934 | mfu: 35.4% | epoch: 1 | remaining: 74s    
step 00767 (75.2%) | loss: 3.882735 | lrm: 0.50 | dt: 298ms | tok/sec: 54,989 | mfu: 35.5% | epoch: 1 | remaining: 74s    
step 00768 (75.3%) | loss: 3.884195 | lrm: 0.49 | dt: 299ms | tok/sec: 54,870 | mfu: 35.4% | epoch: 1 | remaining: 74s    
step 00769 (75.4%) | loss: 3.877015 | lrm: 0.49 | dt: 298ms | tok/sec: 54,962 | mfu: 35.4% | epoch: 1 | remaining: 74s    
step 00770 (75.5%) | loss: 3.869414 | lrm: 0.49 | dt: 299ms | tok/sec: 54,879 | mfu: 35.4% | epoch: 1 | remaining: 73s    
step 00771 (75.6%) | loss: 3.870468 | lrm: 0.49 | dt: 299ms | tok/sec: 54,737 | mfu: 35.3% | epoch: 1 | remaining: 73s    
step 00772 (75.7%) | loss: 3.861527 | lrm: 0.49 | dt: 299ms | tok/sec: 54,873 | mfu: 35.4% | epoch: 1 | remaining: 73s    
step 00773 (75.8%) | loss: 3.872144 | lrm: 0.48 | dt: 298ms | tok/sec: 54,925 | mfu: 35.4% | epoch: 1 | remaining: 72s    
step 00774 (75.9%) | loss: 3.863096 | lrm: 0.48 | dt: 298ms | tok/sec: 54,893 | mfu: 35.4% | epoch: 1 | remaining: 72s    
step 00775 (76.0%) | loss: 3.858745 | lrm: 0.48 | dt: 299ms | tok/sec: 54,877 | mfu: 35.4% | epoch: 1 | remaining: 72s    
step 00776 (76.1%) | loss: 3.871050 | lrm: 0.48 | dt: 298ms | tok/sec: 54,974 | mfu: 35.5% | epoch: 1 | remaining: 71s    
step 00777 (76.2%) | loss: 3.869284 | lrm: 0.48 | dt: 299ms | tok/sec: 54,787 | mfu: 35.3% | epoch: 1 | remaining: 71s    
step 00778 (76.3%) | loss: 3.862179 | lrm: 0.47 | dt: 298ms | tok/sec: 54,948 | mfu: 35.4% | epoch: 1 | remaining: 71s    
step 00779 (76.4%) | loss: 3.873170 | lrm: 0.47 | dt: 298ms | tok/sec: 54,888 | mfu: 35.4% | epoch: 1 | remaining: 71s    
step 00780 (76.5%) | loss: 3.868700 | lrm: 0.47 | dt: 299ms | tok/sec: 54,831 | mfu: 35.4% | epoch: 1 | remaining: 70s    
step 00781 (76.6%) | loss: 3.855461 | lrm: 0.47 | dt: 298ms | tok/sec: 54,928 | mfu: 35.4% | epoch: 1 | remaining: 70s    
step 00782 (76.7%) | loss: 3.864493 | lrm: 0.47 | dt: 298ms | tok/sec: 54,988 | mfu: 35.5% | epoch: 1 | remaining: 70s    
step 00783 (76.8%) | loss: 3.868681 | lrm: 0.46 | dt: 298ms | tok/sec: 54,924 | mfu: 35.4% | epoch: 1 | remaining: 69s    
step 00784 (76.9%) | loss: 3.865689 | lrm: 0.46 | dt: 299ms | tok/sec: 54,778 | mfu: 35.3% | epoch: 1 | remaining: 69s    
step 00785 (77.0%) | loss: 3.871094 | lrm: 0.46 | dt: 298ms | tok/sec: 55,006 | mfu: 35.5% | epoch: 1 | remaining: 69s    
step 00786 (77.1%) | loss: 3.867619 | lrm: 0.46 | dt: 299ms | tok/sec: 54,856 | mfu: 35.4% | epoch: 1 | remaining: 68s    
step 00787 (77.2%) | loss: 3.855710 | lrm: 0.46 | dt: 299ms | tok/sec: 54,755 | mfu: 35.3% | epoch: 1 | remaining: 68s    
step 00788 (77.3%) | loss: 3.854759 | lrm: 0.45 | dt: 298ms | tok/sec: 54,986 | mfu: 35.5% | epoch: 1 | remaining: 68s    
step 00789 (77.4%) | loss: 3.852641 | lrm: 0.45 | dt: 298ms | tok/sec: 54,904 | mfu: 35.4% | epoch: 1 | remaining: 68s    
step 00790 (77.5%) | loss: 3.852007 | lrm: 0.45 | dt: 298ms | tok/sec: 54,904 | mfu: 35.4% | epoch: 1 | remaining: 67s    
step 00791 (77.6%) | loss: 3.867462 | lrm: 0.45 | dt: 298ms | tok/sec: 54,984 | mfu: 35.5% | epoch: 1 | remaining: 67s    
step 00792 (77.7%) | loss: 3.859439 | lrm: 0.45 | dt: 298ms | tok/sec: 54,889 | mfu: 35.4% | epoch: 1 | remaining: 67s    
